State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Metric Used,Method Name,Year,Units of Measure,Event Type,Observation Count,Observation Percent,Completeness Indicator,Valid Day Count,Required Day Count,Exceptional Data Count,Null Data Count,Primary Exceedance Count,Secondary Exceedance Count,Certification Indicator,Num Obs Below MDL,Arithmetic Mean,Arithmetic Standard Dev,1st Max Value,1st Max DateTime,2nd Max Value,2nd Max DateTime,3rd Max Value,3rd Max DateTime,4th Max Value,4th Max DateTime,1st Max Non Overlapping Value,1st NO Max DateTime,2nd Max Non Overlapping Value,2nd NO Max DateTime,99th Percentile,98th Percentile,95th Percentile,90th Percentile,75th Percentile,50th Percentile,10th Percentile,Local Site Name,Address,State Name,County Name,City Name,CBSA Name,Date of Last Change,pollutant_clean
01,003,10,44201,1,30.497478,-87.880258,NAD83,Ozone,1 HOUR,Ozone 1-hour 1979,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),INSTRUMENTAL - ULTRA VIOLET,2000,Parts per million,No Events,5496,98,Y,239,245,0,384,0.0,0.0,Uncertified (past due),0,0.06187,0.02137,0.119,2000-08-18 16:00,0.118,2000-07-18 11:00,0.111,2000-07-20 13:00,0.11,2000-07-08 13:00,,,,,0.111,0.108,0.101,0.092,0.075,0.062,0.035,"FAIRHOPE, Alabama","FAIRHOPE HIGH SCHOOL, 1 PIRATE DRIVE, FAIRHOPE,  ALABAMA",Alabama,Baldwin,Fairhope,"Daphne-Fairhope-Foley, AL",2022-01-27,Ozone
01,003,10,88101,1,30.497478,-87.880258,NAD83,PM2.5,24 HOUR,PM25 24-hour 1997,Daily Mean,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS - GRAVIMETRIC,2000,Micrograms/cubic meter (LC),No Events,85,70,N,85,122,0,33,0.0,0.0,Uncertified (past due),0,14.834118,7.263699,40.3,2000-10-30 00:00,36.0,2000-07-02 00:00,34.7,2000-08-19 00:00,29.3,2000-05-15 00:00,,,,,40.3,36.0,28.1,22.8,18.4,13.9,6.3,"FAIRHOPE, Alabama","FAIRHOPE HIGH SCHOOL, 1 PIRATE DRIVE, FAIRHOPE,  ALABAMA",Alabama,Baldwin,Fairhope,"Daphne-Fairhope-Foley, AL",2023-05-16,PM2.5
01,027,1,44201,1,33.284928,-85.803608,NAD83,Ozone,1 HOUR,Ozone 1-hour 1979,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),Multiple Methods Used,2000,Parts per million,No Events,5451,97,Y,237,245,0,429,0.0,0.0,Uncertified (past due),0,0.052966,0.01652,0.105,2000-08-18 14:00,0.093,2000-08-28 14:00,0.091,2000-08-17 10:00,0.089,2000-07-19 14:00,,,,,0.091,0.089,0.081,0.075,0.064,0.053,0.032,ASHLAND,ASHLAND AIRPORT,Alabama,Clay,Ashland,,2022-01-27,Ozone
01,027,1,88101,1,33.284928,-85.803608,NAD83,PM2.5,24 HOUR,PM25 24-hour 1997,Daily Mean,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS - GRAVIMETRIC,2000,Micrograms/cubic meter (LC),No Events,105,85,N,104,122,0,22,0.0,0.0,Uncertified (past due),0,16.127619,8.755806,47.5,2000-10-27 00:00,46.7,2000-11-05 00:00,43.1,2000-11-02 00:00,40.3,2000-10-26 00:00,,,,,46.7,43.1,33.1,26.3,20.6,14.9,6.9,ASHLAND,ASHLAND AIRPORT,Alabama,Clay,Ashland,,2023-05-16,PM2.5
01,033,44,42401,1,34.690647,-87.821422,WGS84,SO2,1 HOUR,SO2 1-hour 2010,Daily maximum 1-hour average,INSTRUMENTAL - PULSED FLUORESCENT,2000,Parts per billion,No Events,8561,97,Y,356,366,0,79,5.0,,Uncertified (past due),0,10.792135,15.890702,124.0,2000-12-24 13:00,109.0,2000-02-20 12:00,96.0,2000-03-12 14:00,82.0,2000-05-10 13:00,,,,,82.0,64.0,41.0,26.0,12.0,5.0,1.0,,TVA COLBERT 14___3.98 MI SE COLBERT FP,Alabama,Colbert,nan,"Florence-Muscle Shoals, AL",2021-11-09,SO2
01,033,1002,88101,1,34.762619,-87.638097,NAD83,PM2.5,24 HOUR,PM25 24-hour 1997,Daily Mean,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS - GRAVIMETRIC,2000,Micrograms/cubic meter (LC),No Events,106,87,N,106,122,0,16,0.0,0.0,Uncertified (past due),0,15.616038,7.994226,45.0,2000-10-24 00:00,40.5,2000-10-27 00:00,32.4,2000-11-02 00:00,32.1,2000-03-07 00:00,,,,,40.5,32.4,30.7,26.0,19.6,15.5,6.3,MUSCLE SHOALS,WILSON DAM RD AND 2ND ST.,Alabama,Colbert,Muscle Shoals,"Florence-Muscle Shoals, AL",2021-11-09,PM2.5
01,049,1002,81102,1,34.456199,-85.707189,WGS84,PM10,24 HOUR,PM10 24-hour 2006,Daily Mean,HI-VOL SA/GMW-1200 - GRAVIMETRIC,2000,Micrograms/cubic meter (25 C),No Events,56,92,Y,56,61,0,5,0.0,0.0,Certified,0,23.196429,10.173798,59.0,2000-11-02 00:00,44.0,2000-01-19 00:00,41.0,2000-10-21 00:00,39.0,2000-08-16 00:00,,,,,59.0,44.0,41.0,34.0,30.0,23.0,11.0,FT.PAYNE (CLOSED),1500 WILLIAMS AVE. N.E.,Alabama,DeKalb,Fort Payne,"Fort Payne, AL",2021-11-09,PM10
01,049,1003,88101,1,34.288567,-85.969858,NAD83,PM2.5,24 HOUR,PM25 24-hour 1997,Daily Mean,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS - GRAVIMETRIC,2000,Micrograms/cubic meter (LC),No Events,94,77,N,94,122,0,28,0.0,0.0,Uncertified (past due),0,17.691489,9.987149,51.0,2000-10-24 00:00,50.8,2000-11-02 00:00,50.4,2000-10-27 00:00,44.8,2000-11-05 00:00,,,,,51.0,50.8,40.7,30.1,22.3,15.6,7.8,CROSSVILLE,"13112 HWY.68 , CROSSVILLE AL. 35962",Alabama,DeKalb,Crossville,"Fort Payne, AL",2023-01-09,PM2.5
01,049,9991,44201,9,34.289001,-85.970065,NAD83,Ozone,1 HOUR,Ozone 1-hour 1979,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),INSTRUMENTAL - ULTRA VIOLET,2000,Parts per million,Events Included,8430,0,N,0,245,8430,354,0.0,0.0,Certification not required,0,0.064584,0.015764,0.111,2000-08-20 17:00,0.098,2000-06-01 17:00,0.098,2000-08-30 14:00,0.096,2000-09-19 12:00,,,,,,,,,,,,Sand Mountain,"Sand Mountain Alabama Agricultural Experiment Station, Crossville, AL 35962",Alabama,DeKalb,Crossville,"Fort Payne, AL",2023-04-30,Ozone
01,051,1,44201,1,32.498567,-86.136587,WGS84,Ozone,1 HOUR,Ozone 1-hour 1979,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),Multiple Methods Used,2000,Parts per million,No Events,5526,98,Y,241,245,0,354,0.0,0.0,Certified,0,0.059328,0.016699,0.105,2000-07-18 16:00,0.099,2000-08-17 15:00,0.098,2000-07-14 15:00,0.097,2000-07-17 17:00,,,,,0.098,0.094,0.087,0.081,0.071,0.058,0.039,"DBT, WETUMPKA","DEWBERRY TRAIL, ELMORE CO., WETUMPKA,  ALABAMA",Alabama,Elmore,Wetumpka,"Montgomery, AL",2022-01-27,Ozone
